WORD,MEANING,AoAtestbased,AoArating,LWV,CDI,Morr,Floc
cardiac,of the heart,10,11.7,10,#N/A,#N/A,#N/A
cardigan,jacket,14,10.1,16,#N/A,#N/A,#N/A
cardinal,red bird,4,8.0,4,#N/A,#N/A,#N/A
cardinal,red,6,8.0,6,#N/A,#N/A,#N/A
cardinal,church officer,10,8.0,10,#N/A,#N/A,#N/A
cardinal,"most important, chief",10,8.0,10,#N/A,#N/A,#N/A
cardinal,"1, 2, 3, etc.",12,8.0,12,#N/A,#N/A,#N/A
cardinal number,"1, 10, 20",13,,13,#N/A,#N/A,#N/A
cardiogram,record of heart,12,14.9,12,#N/A,#N/A,#N/A
cardiograph,records heart movements,10,13.5,10,#N/A,#N/A,#N/A
cardiovascular,of heart and vein,10,13.3,10,#N/A,#N/A,#N/A
carditis,inflammation of the heart,14,,16,#N/A,#N/A,#N/A
cards,game played at a table,2,5.5,4,#N/A,#N/A,#N/A
cardsharp,professional cheater at cards,10,12.6,10,#N/A,#N/A,#N/A
cardsharper,a professional cheater at cards,10,12.6,10,#N/A,#N/A,#N/A
care,be fond of,2,5.7,4,#N/A,#N/A,0
care,looking after,2,5.7,4,#N/A,#N/A,0
care,worry,6,5.7,6,#N/A,#N/A,0
care,caution,8,5.7,8,#N/A,#N/A,0
care for,give protection,4,,4,#N/A,#N/A,#N/A
careen,tip on one side,13,11.6,13,#N/A,#N/A,#N/A
career,chosen work,6,9.8,6,#N/A,#N/A,#N/A
career,to speed carelessly,12,9.8,12,#N/A,#N/A,#N/A
carefree,without worry,4,9.9,4,#N/A,#N/A,4
careful,takes no chances,2,5.5,4,25,#N/A,#N/A
carefully,taking no chances,2,,4,#N/A,#N/A,#N/A
careless,reckless,2,8.4,4,#N/A,#N/A,#N/A
careless,doesn't take care of things,2,8.4,4,#N/A,#N/A,#N/A
careless,doesn't worry,6,8.4,6,#N/A,#N/A,#N/A
careless,lighthearted,8,8.4,8,#N/A,#N/A,#N/A
carelessness,not being careful,2,6.6,4,#N/A,#N/A,#N/A
caress,to touch affectionately,8,10.8,8,#N/A,#N/A,#N/A
caret,mark used in writing and in printing,10,,10,#N/A,#N/A,#N/A
caretaker,looks after things,6,9.8,6,#N/A,#N/A,#N/A
careworn,very tired,10,12.4,10,#N/A,#N/A,#N/A
carfare,payment for ride,6,11.1,6,#N/A,#N/A,#N/A
cargo,carried by ship,4,9.7,4,#N/A,#N/A,#N/A
carhop,waitress for autos,6,11.3,6,#N/A,#N/A,#N/A
caribou,type of reindeer,10,12.1,10,#N/A,#N/A,#N/A
caricature,make fun of,13,12.3,13,#N/A,#N/A,#N/A
caricature,distorted picture,14,12.3,16,#N/A,#N/A,#N/A
caries,tooth decay,14,,16,#N/A,#N/A,#N/A
carillon,set of chimes,13,16.9,13,#N/A,#N/A,#N/A
carious,decaying,12,,12,#N/A,#N/A,#N/A
carissima,dearest,14,,16,#N/A,#N/A,#N/A
carking,troublesome,12,,12,#N/A,#N/A,#N/A
carload,a freight car full,4,7.8,4,#N/A,#N/A,#N/A
carmen,a song,14,,16,#N/A,#N/A,#N/A
carmine,rich crimson,13,15.6,13,#N/A,#N/A,#N/A
carnage,slaughter,14,12.2,16,#N/A,#N/A,#N/A
carnal,of the flesh,12,12.0,12,#N/A,#N/A,#N/A
carnal,sensual,14,12.0,16,#N/A,#N/A,#N/A
carnation,flower,2,10.2,4,#N/A,#N/A,#N/A
carne,meat,12,,12,#N/A,#N/A,#N/A
carnelian,a red stone used in jewelry,14,15.1,16,#N/A,#N/A,#N/A
carnet,a notebook,13,,13,#N/A,#N/A,#N/A
carnival,place for fun,4,7.0,4,#N/A,#N/A,#N/A
carnivore,a meat eater,10,11.0,10,#N/A,#N/A,#N/A
carnivore,the meat eaters,12,11.0,12,#N/A,#N/A,#N/A
carnivorous,meat-eating,10,9.7,10,#N/A,#N/A,#N/A
carol,song of joy,2,8.0,4,#N/A,#N/A,#N/A
carom,strike at an angle,14,16.5,16,#N/A,#N/A,#N/A
carotid,chief neck arteries,14,17.1,16,#N/A,#N/A,#N/A
carouse,to make merry,13,13.2,13,#N/A,#N/A,#N/A
carouse,drinking party,14,13.2,16,#N/A,#N/A,#N/A
carousel,merry-go-round,12,6.7,12,#N/A,#N/A,#N/A
carp,a fish,8,11.2,8,#N/A,#N/A,#N/A
carp,find fault,13,11.2,13,#N/A,#N/A,#N/A
carpe diem,enjoy the present,13,,13,#N/A,#N/A,#N/A
carpe diem,seize the opportunity,14,,16,#N/A,#N/A,#N/A
carpel,modified leaf,14,14.5,16,#N/A,#N/A,#N/A
carpenter,builds with wood,2,7.2,4,#N/A,#N/A,#N/A
carpentry,work with wood,6,9.8,6,#N/A,#N/A,#N/A
carpentry,woodcraft,6,9.8,6,#N/A,#N/A,#N/A
carpet,a rug,2,5.2,4,#N/A,#N/A,#N/A
carpet,to cover thickly,2,5.2,4,#N/A,#N/A,#N/A
carpetbag,traveling bag,12,11.4,12,#N/A,#N/A,#N/A
carpetbagger,Northern crook in South,10,13.1,10,#N/A,#N/A,#N/A
carpeting,rug material,6,6.4,6,#N/A,#N/A,#N/A
carport,auto shelter,2,11.2,4,#N/A,#N/A,#N/A
carpus,the wristbone,14,,16,#N/A,#N/A,#N/A
carrefour,crossroads,13,,13,#N/A,#N/A,#N/A
carrel,small study-room,14,,16,#N/A,#N/A,#N/A
carriage,old-style buggy,2,7.2,4,#N/A,#N/A,#N/A
carriage,the wheeled support,2,7.2,4,#N/A,#N/A,#N/A
carriage,part of typewriter,8,7.2,8,#N/A,#N/A,#N/A
carriage,style of walking,12,7.2,12,#N/A,#N/A,#N/A
carrier,one who carries,6,8.3,6,#N/A,#N/A,#N/A
carrion,rotting meat,14,13.0,16,#N/A,#N/A,#N/A
carrot,"long, yellow vegetable",2,3.1,4,#N/A,25.1,#N/A
carrots,,2,3.1,#N/A,23,#N/A,#N/A
carrot-top,red-haired person,8,,8,#N/A,#N/A,#N/A
carrousel,merry-go-round,8,,8,#N/A,#N/A,#N/A
carry,take to next column,2,5.2,4,23,#N/A,#N/A
carry,take from place to place,2,5.2,4,23,#N/A,#N/A
carry,to support,4,5.2,4,23,#N/A,#N/A
carry,send or transmit,6,5.2,6,23,#N/A,#N/A
carry,take,6,5.2,6,23,#N/A,#N/A
carry,carry,10,5.2,10,23,#N/A,#N/A
carry,to deal in,12,5.2,12,23,#N/A,#N/A
carry,how far it goes,13,5.2,13,23,#N/A,#N/A
carry,win out,13,5.2,13,23,#N/A,#N/A
carry away,to charm,12,,12,#N/A,#N/A,#N/A
carry off,be successful,12,,12,#N/A,#N/A,#N/A
carry on,to continue,6,,6,#N/A,#N/A,#N/A
carry on,behave wildly,10,,10,#N/A,#N/A,#N/A
carry out,finish the job,12,,12,#N/A,#N/A,#N/A
carryall,a style of car,12,11.8,12,#N/A,#N/A,#N/A
carry-out,a food or drink store,12,,12,#N/A,#N/A,#N/A
carry-over,the part left over,8,,8,#N/A,#N/A,#N/A
cart,two-wheeled carriage,2,5.8,4,#N/A,#N/A,#N/A
cart,to carry,6,5.8,6,#N/A,#N/A,#N/A
cartage,hauling,14,14.1,16,#N/A,#N/A,#N/A
carte blanche,a blank-check endorsement,14,,16,#N/A,#N/A,#N/A
cartel,competition-avoiding organization,14,12.9,16,#N/A,#N/A,#N/A
cartilage,tough tissue,8,11.3,8,#N/A,#N/A,#N/A
cartographer,designs maps,14,12.5,16,#N/A,#N/A,#N/A
cartography,map-making,12,12.8,12,#N/A,#N/A,#N/A
carton,paper box,4,6.8,4,#N/A,#N/A,#N/A
cartoon,funny picture,2,3.1,4,#N/A,#N/A,#N/A
cartoonist,draws pictures,4,7.6,4,#N/A,#N/A,#N/A
cartouche,an oval-shaped ornament,13,14.8,13,#N/A,#N/A,#N/A
cartridge,bullet,4,11.1,4,#N/A,#N/A,#N/A
cartridge,a fountain-pen filler,4,11.1,4,#N/A,#N/A,#N/A
cartridge,a phonograph-needle assembly,8,11.1,8,#N/A,#N/A,#N/A
cartridge,kind of container,8,11.1,8,#N/A,#N/A,#N/A
cartwheel,wheel of a cart,4,5.9,4,#N/A,#N/A,#N/A
cartwheel,kind of somersault,6,5.9,6,#N/A,#N/A,#N/A
cartwheel,silver dollar,14,5.9,16,#N/A,#N/A,#N/A
carve,cut for serving,2,7.0,4,#N/A,#N/A,#N/A
carve,to shape by,2,7.0,4,#N/A,#N/A,#N/A
carven,worked out with knife,4,,4,#N/A,#N/A,#N/A
carven,shaped with a knife,8,,8,#N/A,#N/A,#N/A
carver,a meat cutter,6,,6,#N/A,#N/A,#N/A
carving,cutting,2,,4,#N/A,#N/A,#N/A
carving,a figure made by cutting,2,,4,#N/A,#N/A,#N/A
caryatid,women's statue as column,13,,13,#N/A,#N/A,#N/A
casa,a house,12,,12,#N/A,#N/A,#N/A
casaba,melon,14,15.6,16,#N/A,#N/A,#N/A
cascade,waterfall,10,11.3,10,#N/A,#N/A,#N/A
cascade,to plunge,12,11.3,12,#N/A,#N/A,#N/A
cascade,to fall in torrents,12,11.3,12,#N/A,#N/A,#N/A
cascara,laxative medium,14,14.1,16,#N/A,#N/A,#N/A
case,container,2,6.4,4,#N/A,#N/A,#N/A
case,set of circumstances,6,6.4,6,#N/A,#N/A,#N/A
case,actual set of facts,6,6.4,6,#N/A,#N/A,#N/A
case,arguments for or against,6,6.4,6,#N/A,#N/A,#N/A
case,a lawsuit,6,6.4,6,#N/A,#N/A,#N/A
case,window frame,8,6.4,8,#N/A,#N/A,#N/A
case,example,8,6.4,8,#N/A,#N/A,#N/A
case,grammar term,8,6.4,8,#N/A,#N/A,#N/A
case,to inspect carefully,10,6.4,10,#N/A,#N/A,#N/A
case,a patient,12,6.4,12,#N/A,#N/A,#N/A
case, tray for type,13,6.4,13,#N/A,#N/A,#N/A
case of (mumps),one person with (mumps),4,,4,#N/A,#N/A,#N/A
casein,protein in milk,14,13.5,16,#N/A,#N/A,#N/A
casement,hinged window opening,12,12.3,12,#N/A,#N/A,#N/A
casement,window,14,12.3,16,#N/A,#N/A,#N/A
cash,to turn in check for money,2,6.0,4,#N/A,#N/A,#N/A
cash,coins or bills,4,6.0,4,#N/A,#N/A,#N/A
cash in chips,to die,13,,13,#N/A,#N/A,#N/A
cash in on,make a profit,10,,10,#N/A,#N/A,#N/A
cash register,a money-recording machine,2,,4,#N/A,#N/A,#N/A
cashbook,record of money,8,12.2,8,#N/A,#N/A,#N/A
cashew,nut,6,8.7,6,#N/A,#N/A,#N/A
cashew,tree,10,8.7,10,#N/A,#N/A,#N/A
cashier,person in charge of money,4,7.4,4,#N/A,#N/A,#N/A
cashier,discharge dishonorably,14,7.4,16,#N/A,#N/A,#N/A
cashmere,soft wool,8,12.2,8,#N/A,#N/A,#N/A
casing,a frame,8,11.5,8,#N/A,#N/A,#N/A
casing,a covering,12,11.5,12,#N/A,#N/A,#N/A
casing,a tire,14,11.5,16,#N/A,#N/A,#N/A
casino,gambling place,6,9.6,6,#N/A,#N/A,#N/A
cask,barrel,14,12.5,16,#N/A,#N/A,#N/A
casket,coffin,6,8.6,6,#N/A,#N/A,#N/A
casket,small chest,8,8.6,8,#N/A,#N/A,#N/A
casque,a helmet,13,12.0,13,#N/A,#N/A,#N/A
cassava,tropical food plant,14,17.4,16,#N/A,#N/A,#N/A
casserole,covered baking dish,4,7.3,4,#N/A,#N/A,#N/A
casserole,a baked food mixture,6,7.3,6,#N/A,#N/A,#N/A
cassette,a cartridge for film,8,7.5,8,#N/A,#N/A,#N/A
cassia,a kind of cinnamon,14,,16,#N/A,#N/A,#N/A
cassino,a card game,10,,10,#N/A,#N/A,#N/A
Cassiopeia,northern group of stars,14,,16,#N/A,#N/A,#N/A
cassock,priest's gown,13,14.9,13,#N/A,#N/A,#N/A
cassowary,large ostrich-like bird,13,,13,#N/A,#N/A,#N/A
cast,"to send, throw, turn",4,7.8,4,#N/A,#N/A,#N/A
cast,"to shed, get rid of",6,7.8,6,#N/A,#N/A,#N/A
cast,throw,6,7.8,6,#N/A,#N/A,#N/A
cast,pour into mold,6,7.8,6,#N/A,#N/A,#N/A
cast,selected actors,6,7.8,6,#N/A,#N/A,#N/A
cast,plaster covering,6,7.8,6,#N/A,#N/A,#N/A
cast,appearance,12,7.8,12,#N/A,#N/A,#N/A
cast,a light covering of color,12,7.8,12,#N/A,#N/A,#N/A
cast,a slight squint,14,7.8,16,#N/A,#N/A,#N/A
cast about,"to search, look",14,,16,#N/A,#N/A,#N/A
cast ballot,vote,4,,4,#N/A,#N/A,#N/A
cast down,discouraged,12,,12,#N/A,#N/A,#N/A
cast iron,molded iron,6,,6,#N/A,#N/A,#N/A
cast off,throw away,6,,6,#N/A,#N/A,#N/A
cast off,to leave shore,8,,8,#N/A,#N/A,#N/A
castanets,clicker for dancers,10,11.2,10,#N/A,#N/A,#N/A
castaway,a shipwrecked person,10,9.1,10,#N/A,#N/A,#N/A
castaway,a castoff,12,9.1,12,#N/A,#N/A,#N/A
caste,social class,12,12.2,12,#N/A,#N/A,#N/A
castellated,shaped like a castle,13,15.5,13,#N/A,#N/A,#N/A
caster,roller,8,12.3,8,#N/A,#N/A,#N/A
caster,thrower,12,12.3,12,#N/A,#N/A,#N/A
castigate,punish,14,16.4,16,#N/A,#N/A,#N/A
castigation,punishment,14,,16,#N/A,#N/A,#N/A
casting,molded part,10,,10,#N/A,#N/A,#N/A
castle,king's dwelling,2,5.1,4,#N/A,38.5,#N/A
castle,fortress,8,5.1,8,#N/A,38.5,#N/A
castle,chess piece,10,5.1,10,#N/A,38.5,#N/A
castling,a chess move,14,,16,#N/A,#N/A,#N/A
castoff,thrown away,6,10.3,6,#N/A,#N/A,#N/A
castoroil,a physic,8,,8,#N/A,#N/A,#N/A
castrate,remove male sex glands,12,12.5,12,#N/A,#N/A,#N/A
casual,informal,8,9.1,8,#N/A,#N/A,7
casual,not regular,12,9.1,12,#N/A,#N/A,7
casual,unconcerned,12,9.1,12,#N/A,#N/A,7
casual,by chance,13,9.1,13,#N/A,#N/A,7
casually,offhandedly,12,,12,#N/A,#N/A,#N/A
casualty,killed or wounded,10,12.8,10,#N/A,#N/A,7
casuist,clever but false reasoner,13,,13,#N/A,#N/A,#N/A
casuistry,clever but false reasoning,12,17.1,12,#N/A,#N/A,#N/A
cat,"lion, tiger, etc.",2,3.1,4,18,23.4,#N/A
cat,"small, furry animal",2,3.1,4,18,23.4,#N/A
cat,hep fellow,8,3.1,8,18,23.4,#N/A
cat,"a mean, spiteful woman",12,3.1,12,18,23.4,#N/A
cat nap,short sleep,4,,4,#N/A,#N/A,#N/A
catachresis,the misuse of words,14,,16,#N/A,#N/A,#N/A
cataclysm,upheaval,14,13.3,16,#N/A,#N/A,#N/A
catacomb,burial place,12,11.8,12,#N/A,#N/A,#N/A
catafalque,platform for a corpse,12,,12,#N/A,#N/A,#N/A
catalepsy,muscular rigidity,13,14.6,13,#N/A,#N/A,#N/A
cataleptic,in a trance-like state,12,16.2,12,#N/A,#N/A,#N/A
catalog,to make a systematic list,4,8.6,4,#N/A,#N/A,#N/A
catalog,list,4,8.6,4,#N/A,#N/A,#N/A
catalpa,a tree,14,15.0,16,#N/A,#N/A,#N/A
catalyser,speeds chemical reaction,13,,13,#N/A,#N/A,#N/A
catalysis,accelerated chemical change,12,,12,#N/A,#N/A,#N/A
catalyst,chemical agent,12,12.6,12,#N/A,#N/A,#N/A
catalytic converter,car's antipollution device,12,,12,#N/A,#N/A,#N/A
catamaran,kind of boat,12,15.6,12,#N/A,#N/A,#N/A
catamount,a wildcat,14,14.0,16,#N/A,#N/A,#N/A
catapult,an aircraft launcher,8,10.6,8,#N/A,#N/A,#N/A
catapult,stone-shooting weapon,10,10.6,10,#N/A,#N/A,#N/A
catapult,to rush headlong,10,10.6,10,#N/A,#N/A,#N/A
catapult,throws things,12,10.6,12,#N/A,#N/A,#N/A
cataract,eye trouble,10,14.9,10,#N/A,#N/A,#N/A
cataract,waterfall,13,14.9,13,#N/A,#N/A,#N/A
catarrh,inflamed nose,14,17.0,16,#N/A,#N/A,#N/A
catastrophe,calamity,10,10.7,10,#N/A,#N/A,7
catatonic,in a schizophrenic stupor,12,13.6,12,#N/A,#N/A,#N/A
catbird,a gray songbird,6,11.5,6,#N/A,#N/A,#N/A
catboat,small sailing vessel,10,,10,#N/A,#N/A,#N/A
catcall,disapproving cry,10,,10,#N/A,#N/A,#N/A
catch,to get tangled in,2,5.2,4,24,#N/A,#N/A
catch,day's load of fish,2,5.2,4,24,#N/A,#N/A
catch,get hold of,2,5.2,4,24,#N/A,#N/A
catch,to find in the act,4,5.2,4,24,#N/A,#N/A
catch,quite a prize,8,5.2,8,24,#N/A,#N/A
catch,hidden trouble,8,5.2,8,24,#N/A,#N/A
catch,fastener,8,5.2,8,24,#N/A,#N/A
catch,get the disease,8,5.2,8,24,#N/A,#N/A
catch,to attract,8,5.2,8,24,#N/A,#N/A
catch,good marriage chance,10,5.2,10,24,#N/A,#N/A
catch,choking sensation,12,5.2,12,24,#N/A,#N/A
catch,to understand,12,5.2,12,24,#N/A,#N/A
catch a cold,to get a cold,2,,4,#N/A,#N/A,#N/A
catch on,get the meaning,2,,4,#N/A,#N/A,#N/A
catch sight of,to happen to see,4,,4,#N/A,#N/A,#N/A
catch up,to bring work up to date,4,,4,#N/A,#N/A,#N/A
catch-22,meant to deceive or cheat,13,,13,#N/A,#N/A,#N/A
catchall,holds many things,8,,8,#N/A,#N/A,#N/A
catchall,for odds and ends,12,,12,#N/A,#N/A,#N/A
catcher,a baseball player,4,7.6,4,#N/A,#N/A,#N/A
catching,you can get from others,4,5.2,4,#N/A,#N/A,#N/A
catching,disease that spreads,4,5.2,4,#N/A,#N/A,#N/A
catching,slipping into right position,12,5.2,12,#N/A,#N/A,#N/A
catchpenny,showy but worthless,12,,12,#N/A,#N/A,#N/A
catchup,tomato sauce,4,,4,#N/A,#N/A,#N/A
catchword,slogan,12,,12,#N/A,#N/A,#N/A
catchword,popular saying,14,,16,#N/A,#N/A,#N/A
catchy,gains quick popularity,6,8.7,6,#N/A,#N/A,#N/A
catechetical,teaching by questions and answers,12,,12,#N/A,#N/A,#N/A
catechism,religious instruction,8,11.0,8,#N/A,#N/A,#N/A
catechize,to question about religion,13,,13,#N/A,#N/A,#N/A
catechize,to question closely,13,,13,#N/A,#N/A,#N/A
catechumen,a student of fundamentals,12,,12,#N/A,#N/A,#N/A
categorical,absolute,14,11.7,16,#N/A,#N/A,#N/A
category,a class of objects,8,8.2,8,#N/A,#N/A,#N/A
category,a broad division,10,8.2,10,#N/A,#N/A,#N/A
cater,to supply what's wanted,10,10.9,10,#N/A,#N/A,7
cater,to provide food,10,10.9,10,#N/A,#N/A,7
cater-cornered,diagonally,12,,12,#N/A,#N/A,#N/A
caterer,supplies food,12,12.2,12,#N/A,#N/A,#N/A
caterpillar,fuzzy worm,4,5.2,4,#N/A,44.5,1
caterpillar,kind of tractor,8,5.2,8,#N/A,44.5,1
caterwaul,to whine like a cat,13,,13,#N/A,#N/A,#N/A
catfish,a fish with whiskers,2,7.4,4,#N/A,#N/A,#N/A
catgut,violin strings,12,14.5,12,#N/A,#N/A,#N/A
catharsis,emotional release,14,14.4,16,#N/A,#N/A,#N/A
cathartic,cleansing,14,15.1,16,#N/A,#N/A,#N/A
cathartic,laxative,14,15.1,16,#N/A,#N/A,#N/A
cathedra,the bishop's throne,12,,12,#N/A,#N/A,#N/A
cathedral,church,6,10.6,6,#N/A,#N/A,#N/A
catheter,a urine tube,13,14.4,13,#N/A,#N/A,#N/A
cathexis,investment of psychic energy,14,,16,#N/A,#N/A,#N/A
cathode,negative or positive terminal,12,14.1,12,#N/A,#N/A,#N/A
cathode,one electrical contact,12,14.1,12,#N/A,#N/A,#N/A
cathode ray,an electron stream,12,,12,#N/A,#N/A,#N/A
Catholic,a religious faith,4,8.4,4,#N/A,#N/A,#N/A
catholic,all-embracing,13,8.4,13,#N/A,#N/A,#N/A
Catholicism,a world religion,6,10.2,6,#N/A,#N/A,#N/A
catholicity,universality,12,,12,#N/A,#N/A,#N/A
cation,a positively charged ion,14,,16,#N/A,#N/A,#N/A
catkin,hanging flower cluster,14,,16,#N/A,#N/A,#N/A
catlike,like a cat,6,9.4,6,#N/A,#N/A,#N/A
catnip,kind of plant,12,6.9,12,#N/A,#N/A,#N/A
cat-o'-nine-tails,kind of whip,12,,12,#N/A,#N/A,#N/A
cats and dogs,worthless stock shares,13,,13,#N/A,#N/A,#N/A
cat's cradle,finger and string game,12,,12,#N/A,#N/A,#N/A
cat's eye,kind of marble,8,,8,#N/A,#N/A,#N/A
cat's meow,excellent,12,,12,#N/A,#N/A,#N/A
cat's-paw,person as a tool,12,,12,#N/A,#N/A,#N/A
catsup,tomato sauce,2,6.7,4,#N/A,#N/A,#N/A
cattail,swamp plant,6,,6,#N/A,#N/A,#N/A
cattle,cows,2,6.0,4,#N/A,#N/A,#N/A
cattleman,a rancher,2,8.4,4,#N/A,#N/A,#N/A
catty,mean,10,11.2,10,#N/A,#N/A,#N/A
catty-cornered,diagonally,8,,8,#N/A,#N/A,#N/A
catwalk,"narrow, raised footpath",10,10.3,10,#N/A,#N/A,#N/A
caucus,meeting to decide policy,12,14.9,12,#N/A,#N/A,#N/A
caudal,of the tail,14,,16,#N/A,#N/A,#N/A
caudillo,a Spanish military leader,12,,12,#N/A,#N/A,#N/A
caught,did catch,2,5.2,4,#N/A,#N/A,#N/A
caul,birth membrane,14,,16,#N/A,#N/A,#N/A
cauldron,large kettle,12,9.6,12,#N/A,#N/A,#N/A
cauliflower,white vegetable,4,6.2,4,#N/A,#N/A,#N/A
caulk,make watertight,13,14.1,13,#N/A,#N/A,#N/A
causal,effect-producing,12,9.6,12,#N/A,#N/A,#N/A
cause,reason for,2,7.0,4,#N/A,#N/A,#N/A
cause,to make happen,4,7.0,4,#N/A,#N/A,#N/A
cause,thing believed in,10,7.0,10,#N/A,#N/A,#N/A
cause-celebre,a celebrated case,12,,12,#N/A,#N/A,#N/A
causeless,no reason,8,,8,#N/A,#N/A,#N/A
causerie,an informal chat,14,,16,#N/A,#N/A,#N/A
causeway,paved road,13,11.8,13,#N/A,#N/A,#N/A
caustic,biting,14,15.0,16,#N/A,#N/A,#N/A
caustic,burns flesh,14,15.0,16,#N/A,#N/A,#N/A
cauterize,sear with hot iron,14,14.8,16,#N/A,#N/A,#N/A
caution,being careful,4,7.3,4,#N/A,#N/A,1
caution,a warning,6,7.3,6,#N/A,#N/A,1
cautionary,warning,13,9.7,13,#N/A,#N/A,#N/A
cautious,very careful,6,8.6,6,#N/A,#N/A,#N/A
cautiously,,6,,#N/A,#N/A,#N/A,5
cavalcade,parade on horseback,10,12.9,10,#N/A,#N/A,#N/A
cavalcade,procession,12,12.9,12,#N/A,#N/A,#N/A
cavalier,horseman,10,12.5,10,#N/A,#N/A,#N/A
cavalier,without regard,12,12.5,12,#N/A,#N/A,#N/A
cavalier,gentleman,14,12.5,16,#N/A,#N/A,#N/A
cavalry,soldiers on horseback,4,9.2,4,#N/A,#N/A,#N/A
cave,underground room,2,6.2,4,#N/A,#N/A,1
cave man,a brutal man,2,,4,#N/A,#N/A,#N/A
cave man,prehistoric man,4,,4,#N/A,#N/A,#N/A
caveat,a warning,14,16.1,16,#N/A,#N/A,#N/A
caveat emptor!,let buyer beware!,14,,16,#N/A,#N/A,#N/A
caveat vendor,let the seller beware,14,,16,#N/A,#N/A,#N/A
cave-in,collapsed place,6,,6,#N/A,#N/A,#N/A
cavern,large cave,6,9.3,6,#N/A,#N/A,#N/A
cavernous,hollow,12,10.6,12,#N/A,#N/A,#N/A
caviar,salted fish eggs,10,12.8,10,#N/A,#N/A,#N/A
cavil,unimportant objecting,14,,16,#N/A,#N/A,#N/A
cavity,a hollow place,6,7.5,6,#N/A,#N/A,#N/A
cavity,hole in tooth,6,7.5,6,#N/A,#N/A,#N/A
cavort,to frisk,14,12.1,16,#N/A,#N/A,#N/A
caw,crow's cry,6,,6,#N/A,#N/A,#N/A
cayenne,"a hot, biting red pepper",12,12.4,12,#N/A,#N/A,#N/A
cayuse,a native range horse,12,,12,#N/A,#N/A,#N/A
cease,stop,8,10.1,8,#N/A,#N/A,#N/A
cease-fire,an order to stop shooting,2,,4,#N/A,#N/A,#N/A
ceaseless,never stopping,8,12.1,8,#N/A,#N/A,#N/A
cedar,tree,6,9.0,6,#N/A,#N/A,#N/A
cede,"to give over, surrender",12,15.5,12,#N/A,#N/A,#N/A
cede,grant,13,15.5,13,#N/A,#N/A,#N/A
cedilla,accent mark,13,,13,#N/A,#N/A,#N/A
ceiling,top of room,2,5.7,4,#N/A,#N/A,#N/A
ceiling,upper limit,4,5.7,4,#N/A,#N/A,#N/A
ceiling,height of cloud cover,12,5.7,12,#N/A,#N/A,#N/A
celanese,"rayon cloth, t.m.",13,,13,#N/A,#N/A,#N/A
celebrant,performs ceremony,12,12.3,12,#N/A,#N/A,#N/A
celebrant,officiating priest,13,12.3,13,#N/A,#N/A,#N/A
celebrate,to keep a holiday,2,6.2,4,#N/A,#N/A,1
celebrate,have a party,2,6.2,4,#N/A,#N/A,1
celebrate,to perform religious ceremony,12,6.2,12,#N/A,#N/A,1
celebrated,well-known,8,,8,#N/A,#N/A,#N/A
celebration,a big party,2,7.1,4,#N/A,#N/A,#N/A
celebre,famous,13,,13,#N/A,#N/A,#N/A
celebrity,famous person,6,8.1,6,#N/A,#N/A,#N/A
celerity,speed,14,15.4,16,#N/A,#N/A,#N/A
celery,vegetable,4,5.8,4,#N/A,140,#N/A
celestial,heavenly,10,11.0,10,#N/A,#N/A,#N/A
celibacy,single life,14,12.4,16,#N/A,#N/A,#N/A
celibate,unmarried,13,11.9,13,#N/A,#N/A,#N/A
cell,a unit of living matter,4,9.6,4,#N/A,#N/A,#N/A
cell,small enclosed space,4,9.6,4,#N/A,#N/A,#N/A
cell,jail room,4,9.6,4,#N/A,#N/A,#N/A
cell,part of battery,6,9.6,6,#N/A,#N/A,#N/A
cellar,basement,2,8.5,4,#N/A,#N/A,#N/A
cellar,a wine-storage place,6,8.5,6,#N/A,#N/A,#N/A
cellar,lowest score,6,8.5,6,#N/A,#N/A,#N/A
cellar,a supply of wines,12,8.5,12,#N/A,#N/A,#N/A
cellist,stringed-instrument player,12,11.6,12,#N/A,#N/A,#N/A
cello,musical instrument,6,9.2,6,#N/A,#N/A,#N/A
cellophane,plastic wrapping material,4,11.5,4,#N/A,#N/A,#N/A
cellular,consisting of cells,8,11.5,8,#N/A,#N/A,#N/A
celluloid,transparent material,8,14.1,8,#N/A,#N/A,#N/A
cellulose,part of plant,8,13.2,8,#N/A,#N/A,#N/A
Celsius,centigrade,8,,8,#N/A,#N/A,#N/A
Celsius scale,scale used ofr measuring temperature,14,,16,#N/A,#N/A,#N/A
cement,building material,6,7.4,6,#N/A,#N/A,#N/A
cement,sticks things together,8,7.4,8,#N/A,#N/A,#N/A
cemetery,graveyard,4,7.8,4,#N/A,#N/A,#N/A
cenotaph,a monument to the dead,13,,13,#N/A,#N/A,#N/A
censer,incense holder,14,,16,#N/A,#N/A,#N/A
censor,a faultfinder,8,10.0,8,#N/A,#N/A,#N/A
censor,checks harmful material,8,10.0,8,#N/A,#N/A,#N/A
censorship,limits freedom,8,13.1,8,#N/A,#N/A,#N/A
censorship,legal prevention of publication,8,13.1,8,#N/A,#N/A,#N/A
censorship,examining and changing news,10,13.1,10,#N/A,#N/A,#N/A
censure,express disapproval,12,13.0,12,#N/A,#N/A,#N/A
censured,"scolded, disapproved",12,13.0,12,#N/A,#N/A,#N/A
census,count of people,8,11.3,8,#N/A,#N/A,#N/A
cent,a penny,2,6.7,4,#N/A,#N/A,#N/A
centaur,"half man, half horse",12,9.4,12,#N/A,#N/A,1
