id,text,HS
2236,"A Lawyer .. A MoS for Home affairs .. Presenting you Mr Kiren Rijiju who is referring Tamil Nadu people as refugees !! No wonder they welcome these enlightened guys with ""Go Back Modi"" slogans .. ! https://t.co/HvcEpazA4o",0
2237,"According to UNHCR, in 2017, there were 24.5 million refugees who had fled their countries to escape conflict and persecution. This is 2.9 million more than in 2016, and the biggest increase UNHCR has seen in a single year. You can help. âž_x009d_ https://t.co/QzFjSqWwJ8 https://t.co/iC8F6IYx8M",0
2238,"Whether it's the sexual abuse of immigrant children, or abuse in various other forms, #AbolishICE is becoming easier and easier and easier to sell politically to independent voters, based on these atrocities: A central test for Democrats in 2018+beyondhttps://t.co/xc3anv9CYM",1
2239,"Matthew alone recounts the flight to Egypt, which would add Jesus, Mary, and Joseph to the epic list of biblical refugees. https://t.co/qRyERBvv31",0
2240,"requires all adults entering illegally. to be criminally prosecuted. This change means that if a family is apprehended at the border,  the children cannot stay with their parents while they await trial because kids are only allowed in immigration detention centers not 2/4",1
2241,"Saudi Arabia Suspends Diplomatic, Trade Ties With Canada Over ""Blatant Interference"" | Zero Hedge https://t.co/AOOn9H6yxw The Saudi's should help out,  with all the so called migrants........but none are to be found..in Arabia...wonder why?..........",0
2242,#Antifa #AntiFreedomFighters #Antifrees #NaziLeft #AntiAntifa #AntifaTerrorists #AntiWhite #WhitePeople #WhiteGenocide #WhiteMen #WhiteAmerica #ItsOkayToBeWhite #ItsOKtobeWhite #WhitePride #WhiteIdentity #FreeSpeech #StopWhiteGenocide #StopTheInvasion #RedWaveRising2018 #RedWave https://t.co/ERPQ55AXN3,0
2243,"TOMORROW August 7th, 10am P.T. is our #HealthyMindHealthyFuture #webinar with @CALimmigrant! We will be sharing research &amp; discussing the impact of #immigration enforcement on the #mentalhealth of #children in immigrant families. You can register at https://t.co/aHSTzKSJ4Q https://t.co/1lyj6hjEIn",0
2244,https://t.co/W1MUNw43sF Interesting read about holding the Trump administration accountable for family reunification at the US-Mexico border after the DOJ insinuated that the ACLU ought to be responsible for the reuniting process #UWBaes367su18,0
2245,"@FAIRImmigration @FoxNewsInsider If your boyfriend is mean to you, you DUMP him, you don't flee the hemisphere.",0
2246,Polish MP Smokes BBC Host Over Poland's Decision Not To Take Immigrants https://t.co/QHr0jxsblT via @YouTubeWE MUST DO WHAT THEY DO LET'S GET RID OF THAT FILTH,1
2247,Spanish teams 'overwhelmed' by waves of sea migrants https://t.co/GEdZ8eMTbB https://t.co/uVHeVEqqzT,0
2248,Legal US immigrants face legal problems after votingThey actually thought they had a right to vote after years of being here & refusing to become a citizen!They won't commit to our nation but expect our respect.That will never happen.#BuildThatWall,1
2249,"These people are not your friends. They are true .@realDonaldTrump supporters who hate people color, Hispanics, immigrants and women. https://t.co/Pho8tZOk3P",1
2250,@AndrewCMcCarthy A big fat zero #bookerfordogcatcher2020 #KeepAmericaGreat #Trump2020 #BuildThatWall,1
2251,"@KMGVictoria Their answer:  things are only getting back to how they were before you started noticing how damaging this immigration is.So its not really just 'normal'.  Okay??  NO, its not okay.  They have to go back.  In 2018: it's time to let diversityâ",1
2252,"Are we looking at, as Pat Buchanan puts it, 'an ideology of Western suicide'?, Is it wrong to challenge an influx from outside of the US, Europe? https://t.co/Jerb7P0avh Yep,USA on the march to national suicide.Third world immigrants will never assimilate.",1
2253,ISIS jihadists' transfer could bring new migrant crisis https://t.co/MiC8kistlw,0
2254,@_IamAnita_D @JohnMcGeever70 @bizwomen4TRUMP @TWGroupsWarrior @leahbirdjohnso2 @fail2communic8 @Mamma_Kel @Smhulk1 @kb_maga @EverydayMAGA @RogerCaynor @MacivorIan @Lmchristi1 @realTTCU @RobArlett @DelawareGOP @DESenateGOP @KentRepublicans @kcorb0427 @Dela,1
2255,Refugees are not allowed to stay in India #ZEE24KALAK  Go back to your home.,1
2256,I hate when POC talk about their immigrant success stories without talking about being direct beneficiaries of the civil rights movement,0
2257,"Goodbye to Pepsi’s political hack, Indra Nooyi, an immigrant who used America to achieve her dreams, then complains  about being the only  person of color in the room in a majority white country. Hope she retires in India and takes her bad attitude with her. https://t.co/p430JFtiyI",0
2258,"""It is now up to Congress to act quickly to restore dignity and transparency to a broken system."" — Scott Arbeiter//Donate to help provide legal services to reunite immigrant families separated at the U.S.-Mexico border. âž_x009d_ https://t.co/t1T62AtnWF https://t.co/MtEZBo3cYQ",0
2259,"Thank you to @NYCImmigrants, @LegalAidNYC, @CommJusticeLAS &amp; everyone else who showed up yesterday to shed light on the legal resources that are available to help our City's immigrant families. https://t.co/qvuLSPxLoH",0
2260,"Edwin Jackson, Indianapolis Colts linebacker, was killed by an illegal alien, police say https://t.co/tpkbtO8nHc#AgainstAllEnemies#PreventableDeath #BuildTheWall #StopTheInvasion",0
2261,"Watch: Afghan immigrant threatens ""I want you dead"" as Greek police do not allow him to Cross the border into Western Europe - Free Speech Time - https://t.co/ZkTSFsZ9sX @ISupport_Israel",0
2262,"https://t.co/PIiQDNDy65 Growing up in Ethnic Enclaves : Language Proficiency and Educational Attainment of Immigrant Children: Danzer, Alex https://t.co/R2G2KUuM74",0
2263,followed all not previously followed. #Trumptrain #MAGA #KAG #WalkAway #Nodaca #iwantthewall,1
2264,"Sheffield, England: Somali mayor bans Donald Trump from the city https://t.co/2rTElUYOND via @refugeewatcher Who elected this twit...",0
2265,"@Trey_VonDinkis @sunwalker64 This madness must be ended. Horrible. And as hard as the border patrol is working, hard to believe! @realDonaldTrump#BuildThatWall#WeThePeople #WWG1WGA #SaveTheChildren Don't take my word for it, look for yourselves!",1
2266,Couple's fury as jury pays illegal immigrant's fine after jewelry theft conviction https://t.co/UBpbPzqayg#WhatAboutHerDeportation#TherIsMoreOfThemOutThere,1
2267,Take our money! We feel guilty! B as in B. S and in S. #SaveEurope #CloseTheBorders #SendThemBack https://t.co/WUfOVntCmv,0
2268,‘˜Jesus said give to men in need’: Refugee wants Austrians to share money &amp;amp; homes with migrants https://t.co/Sk089mMHSp https://t.co/S6waYDGih4,0
2269,Portugal wants Britain to welcome all #EU migrants after #Brexit https://t.co/S1KltC8LSl,0
2270,Police night-time swoop on boat heading for Kent beach find ‘˜illegal migrants’   https://t.co/P7lQ92Jg2Z,0
2271,Three streets in Berlin shut off as fighting migrants turn area into ‘˜battlefield’ https://t.co/QSWqjbfFtH,1
2272,They are illegal immigrants. Gotto go home. Can you now feel how Kashmiri Pandits feel being exiled in their own country due to terrorism of Kashmiri Muslims?   You dint shed a tear for them. Shut up now. #NRCAssam https://t.co/Cvwlgx9FI4,1
2273,"Half of the voters clearly want to- accept Lisbon Treaty as the UK constitution- join the Euro- allow #EU to dictate how many migrants to take in- accept Napoleonic Law (EAW, Guilty until proven innocent)- EU army- EU tax- EU law dictates (already fact)- CU racketHmmmm https://t.co/pDJruWCz5N",0
2274,.@senatorburr: Confirm Kavanaugh! #KavanaughForSCOTUS #2A #NRA,0
2275,Iraqi Immigrant Who Shot Cop In The Head Was Never Deported Despite Crime Spree https://t.co/CMek9EY1Ns via @bluelivesmtr @freedomcaucus @TheDemocrats @WashTimes @FreeBeacon #Sendthemback,0
2276,@janjan_collins @EricsonTina @sabine_durden @volalupi @POTUS @realDonaldTrump No One believes  that Myth! Legal Workers Line Up for Restaurant Jobs After Sheriff Joe  #Immigration Raids https://t.co/gJoNTTbKOP via @YouTube,0
2277,Greece: Refugees Want to Go Home | European Journal https://t.co/CHMBt9UXDt via @YouTube,0
2278,#LiberalMedia #LiberalBias #LiberalPropaganda #TrumpShowing a tombstone of #DonaldTrump is “Art” in the mind of... https://t.co/vrGyygNtlr,0
2279,Morgue Acquires More Freezers After Huge Increase In Immigrant Crossing Deaths https://t.co/CXcsVtx57V,0
2280,Where's US taxpayer $s going - here's one place.  Cost $4.8 million last year for ICE to fly illegal immigrant children.,1
2281,Sweden needs to clean house. Who cares what people say or think. There are getting destroyed just to show tolerance. #sendthemback https://t.co/5S2aIeD5nb,1
2282,Italian Interior Minister wants more babies and fewer migrants as the country’s tradition... https://t.co/oD95Venoq2 https://t.co/KwfmLjvp0M,0
2283,MaÅ¾ou informace o migrantech! udeÅ™il Viktor OrbÃ¡n. A pÅ™itvrdil akce proti Sorosovi https://t.co/6FgoK9oNau,0
2284,Illegal# Immigration Hurts  Black Americans and @SenateDems @HouseDems Dont Care About Black Americans they put Illegals First !  Tell #Democrtats HELL NO!   @RealCandaceO #BlackTwitter #WakeUpAmerica #Blacks4Trump  #VoteDemsOut  https://t.co/i8xBngSmP2 via @YouTube,1
2285,Germany lifts ban on reunions for refugees https://t.co/LymO4K6js0 https://t.co/Y3giTPe6aQ,0
2286,@KHOU Aiding Illegals is against Federal #Immigration laws a Felon up to 5 years in Prison!  Help #SendthemBack instead of Burdening the U.S Taxpayer !  U.S Is NOT Central America's dumping ground for their kids we have U.S Homeless kids we need to help f,1
2287,"Legal Fellow, Priyanka Bhatt...according to the SCOTUS, immigrant detention isn’t meant to be punitive, yet this facility perpetrates human rights violations. #ShutDownACDC #AbolishICE #InsideAtlantasImmigrantCages",0
2288,She obviously cares nothing about the hate many of these refugees are taught by their 'prophet' towards you and... https://t.co/7vzFo53HT4,1
2289,#Burundi—Vocational training for refugees in Mahama started today at the newly inaugurated Elite Center. https://t.co/mtrD891OBz,0
2290,Could some Tell the  #Democrat Idiot Cortez that #Immigration to the U.S is Not a Right The US Does Not have Open Borders ILLEGAL is ILLEGAL  #Trump #MAGA #RedNationRising  #ThursdayThoughts  https://t.co/XlsldSaCHE via @BreitbartNewshttp://bit.ly/2IN1qIN via @BreitbartNews,1
2291,@MSNBC Wonderful - to be save in USA from refugees in the middle of the wall should be an electric voltage band.,1
2292,"@ramzpaul All sports coverage, like all MSM, is for propaganda purposes ONLY  What is been promoted right now on a US World Cup pre show?: A story that Luka ModriÄ‡, the Croatian soccer star, is really a refugee.  What that really means: White Genocide De",0
2293,Stop allowing Illegals to Dump their kids at the border like Road Kill Make them take they kids with them and not burden U.S Taxpayers for Medicaid Education and Food Stamps which is what their kids get  Trump #MGA #RedNationRising @AVIACUSA  #Immigration https://t.co/YksWWFNtca,1
2294,@NancyPelosi has got to go. Her time is up. We need people in touch with #reality that back @realDonaldTrump and are not looking to destroy our great country.#MAGA #Trump #DrainTheSwamp #DrainTheDeepState #Trump2020 #BuildThatWall,1
2295,"Did you know? Last year, our educators served over 160 refugees and immigrants through free ESL and EAL classes. Your continued support helps us engage and educate our community. Become a fundraiser or donate today https://t.co/91X12T4lJG #30kin30days https://t.co/svPb41SXz1",0
2296,@Naxiely @monitornews Remember when @PSJAISD supt Dr. Daniel King and @PharrTx police wouldnt lift a finger or bother commenting when an immigrant student was separated from his mother and deported in 2010?,0
2297,anti immigrant hardliner as @Axios just described Kris Kobach -- I guess that's liberal news media spin for supporting the enforcement of border laws,0
2298,"Lazy Sunday in Denmark ...Police officers attacked by migrant family,including mom in a head-scarf.Person recording considers the situation very funny as he laughs at the end.A police officer in the hospital w/a head wound. #DiversityIsOurStrengthhttps://t.co/4w471UFY6F",1
